sample_id	bacteria	antibiotics	phenotype	CID	MolecularFormula	MolecularWeight	CanonicalSMILES
SAMN03177672	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177672	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177672	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177672	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177672	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177672	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177672	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177672	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177673	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177673	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177673	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177673	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177673	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177673	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177673	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177673	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177673	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177673	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177673	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177674	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177674	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177674	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177674	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177674	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177674	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177674	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177674	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177674	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177674	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177674	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177675	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177675	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177675	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177675	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177675	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177675	Escherichia coli	chloramphenicol	susceptible	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177675	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177675	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177675	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177675	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177675	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177676	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177676	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177676	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177676	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177676	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177676	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177676	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177676	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177676	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177676	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177676	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177677	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177677	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177677	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177677	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177677	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177677	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177677	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177677	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177677	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177677	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177677	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177678	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177678	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177678	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177678	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177678	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177678	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177678	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177678	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177678	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177678	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177678	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177679	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177679	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177679	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177679	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177679	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177679	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177679	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177679	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177679	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177679	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177680	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177680	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177680	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177680	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177680	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177680	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177680	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177680	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177680	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177680	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177680	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177681	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177681	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177681	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177681	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177681	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177681	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177681	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177681	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177681	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177681	Escherichia coli	tetracycline	susceptible	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177681	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177682	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177682	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177682	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177682	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177682	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177682	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177682	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177682	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177682	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177682	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177682	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177683	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177683	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177683	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177683	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177683	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177683	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177683	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177683	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177683	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
